FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME,FIRE_SIZE,LATITUDE,LONGITUDE
PLEASANT,2004,2453237.5,1923,2453237.5,1953,0.1,38.7051,-120.676269
NEWTOWN,2004,2453237.5,1927,2453237.5,2033,0.1,38.7051,-120.676269
GREENWOOD,2004,2453238.5,1535,2453238.5,1552,0.1,38.890881,-120.9048
ROCK,2004,2453238.5,1655,2453238.5,1720,0.1,38.293,-119.2074
DERRICK,2004,2453238.5,2028,2453238.5,2048,0.1,36.202011,-120.310681
CAMP 9,2004,2453239.5,1330,2453239.5,1400,0.1,38.1388,-120.3685
WILLOW,2004,2453239.5,1644,2453239.5,1859,0.3,38.196,-119.2007
GULCH,2004,2453240.5,1215,2453240.5,1250,1,38.169981,-120.5843
UNNAMED FIRE 0386,2004,2453241.5,1428,2453241.5,1428,0.1,35.463389,-119.002803
22,2004,2453241.5,1524,2453241.5,1800,1,38.2644,-121.4127
SYSCO,2004,2453242.5,1210,2453242.5,1225,0.1,37.397911,-118.54125
UNNAMED FIRE 0998,2004,2453242.5,1757,2453242.5,1757,0.1,35.636736,-118.401461
BRECKENRIDGE,2004,2453242.5,2208,2453242.5,2224,0.1,38.403189,-120.550219
HIDDEN,2004,2453243.5,437,2453243.5,800,0.1,39.166639,-121.074711
TEQUILLO,2004,2453243.5,837,2453243.5,901,0.1,38.316969,-120.564989
DUMPSTER,2004,2453244.5,1250,2453244.5,1315,0.1,36.5949,-118.1826
AVENUE,2004,2453244.5,1741,2453244.5,2359,14,37.95535,-120.404581
ITALIAN,2004,2453245.5,811,2453245.5,830,0.1,38.038,-120.4052
IBAR,2004,2453245.5,812,2453245.5,825,0.1,38.071139,-120.367881
APCD 167,2004,2453245.5,915,2453245.5,923,0.1,36.378189,-119.287831
TAMERA,2004,2453245.5,1016,2453245.5,1026,0.1,39.381561,-121.106339
ANANDA,2004,2453245.5,1130,2453245.5,1131,35,39.367661,-121.050089
TYLER,2004,2453245.5,1130,2453245.5,1330,15,39.367489,-121.068781
FANDOR,2004,2453245.5,1130,2453245.5,1201,0.1,39.365289,-121.124769
FALLS,2004,2453246.5,1103,2453246.5,1124,0.1,37.7047,-118.4243
NASHVILLE,2004,2453246.5,1228,2453246.5,1255,8.2,38.576239,-120.843631
BELL,2004,2453246.5,1315,2453246.5,1400,0.2,38.5166,-120.8344
VIA DEL SOL,2004,2453246.5,1820,2453246.5,1829,0.1,39.02025,-120.943461
BALD,2004,2453246.5,2352,2453247.5,100,0.1,37.999069,-120.368261
FORTY NINE,2004,2453247.5,930,2453247.5,930,0.1,39.109119,-121.075981
BUNNY,2004,2453247.5,1435,2453247.5,1728,0.3,37.969619,-120.222369
OAK TREE,2004,2453248.5,1304,2453248.5,1312,0.1,39.367269,-121.08775
COARSEGOLD FIRE,2004,2453248.5,1351,2453248.5,1530,1,37.2648,-119.717369
OAK,2004,2453248.5,1801,2453248.5,1814,0.1,38.272569,-120.732539
HIGHWAY,2004,2453250.5,1209,2453250.5,1220,0.1,36.90565,-118.24545
UNNAMED FIRE 0465,2004,2453250.5,1623,2453250.5,1623,0.1,35.232375,-119.654864
IRIS,2004,2453250.5,1800,2453250.5,1930,1.2,35.5858,-118.4609
UNNAMED FIRE 0924,2004,2453250.5,1813,2453250.5,1813,1,35.571183,-118.264611
WILDWOOD,2004,2453251.5,1237,2453251.5,1246,0.1,38.707461,-120.900161
CABEU 003557,2004,2453251.5,1635,2453251.5,1647,0.1,36.667139,-120.922261
UNNAMED FIRE 0788,2004,2453252.5,1346,2453252.5,1346,0.5,35.165444,-119.528881
FIDDLE,2004,2453252.5,1704,2453252.5,1948,1,38.459669,-120.7335
SHADY,2004,2453252.5,1828,2453252.5,1850,0.5,39.337961,-121.06765
MOCCASIN,2004,2453252.5,2140,2453252.5,2210,0.1,37.832969,-120.458561
LOMITAS  TULARE CO12,2004,2453252.5,2318,2453252.5,2345,0.3,36.406319,-119.036019
CABEU 003602,2004,2453253.5,1128,2453253.5,1128,0.1,36.5696,-121.752989
HUNTER,2004,2453253.5,1129,2453253.5,1330,11,37.6169,-120.1807
POWERHOUSE,2004,2453253.5,1233,2453275.5,1800,105,38.431,-120.5119
OAK,2004,2453253.5,2112,2453253.5,2357,2,37.955169,-120.423261
BITNEY FIRE,2004,2453254.5,633,2453254.5,730,0.3,39.248061,-121.103211
SHAKERIDGE,2004,2453254.5,1700,2453254.5,2100,1,38.431,-120.7713
CHARLESTON,2004,2453254.5,1709,2453254.5,1736,1,38.460489,-120.660481
EMIGRANT,2004,2453254.5,2116,2453254.5,2140,1,38.271989,-120.509769
BLUM,2004,2453255.5,1741,2453255.5,2001,3,39.123419,-120.995681
PROVOST,2004,2453256.5,831,2453256.5,849,0.1,37.854061,-120.205261
NATURAL BRIDGES,2004,2453256.5,1242,2453256.5,1320,0.1,38.056289,-120.479011
BLAKELY,2004,2453256.5,1659,2453256.5,1727,1,38.272569,-120.732539
BADGER,2004,2453257.5,1141,2453257.5,1151,0.1,38.757861,-120.608219
JUNIPER,2004,2453257.5,1910,2453257.5,1950,0.1,35.743581,-121.308289
OREGON,2004,2453258.5,552,2453258.5,617,0.1,39.3963,-121.087569
DAY,2004,2453258.5,1437,2453258.5,1626,0.1,37.032619,-119.614331
MADRONE,2004,2453259.5,1357,2453259.5,1500,0.1,38.432481,-120.585989
BRIDGEPORT,2004,2453259.5,2040,2453259.5,2055,0.1,39.289539,-121.197489
UNNAMED FIRE 0367,2004,2453259.5,2211,2453259.5,2211,4,35.719717,-120.181333
SLOW,2004,2453259.5,2327,2453259.5,2342,3,35.782081,-120.202919
UNNAMED FIRE 0466,2004,2453260.5,908,2453260.5,908,0.1,35.002175,-119.403281
FILES,2004,2453260.5,1620,2453260.5,1635,1,39.123311,-120.958311
UNION,2004,2453260.5,1735,2453260.5,1930,35,38.661,-120.8235
HERD,2004,2453260.5,2325,2453261.5,200,0.3,37.0031,-119.645039
ABBOT,2004,2453262.5,1807,2453262.5,1900,0.1,38.041831,-120.220881
ARROYO,2004,2453263.5,1459,2453263.5,1525,0.1,38.721831,-121.049889
HIGH SCHOOL,2004,2453264.5,419,2453264.5,431,0.1,39.108581,-120.958781
UNNAMED FIRE 0402,2004,2453265.5,105,2453265.5,105,1,35.492417,-119.039631
WILLARD,2004,2453265.5,1438,2453265.5,1438,0.1,38.38875,-120.531881
GOLDEN,2004,2453265.5,1607,2453265.5,1628,0.1,38.846839,-120.849019
BRISTOW,2004,2453266.5,1834,2453266.5,1918,0.1,39.208531,-120.897761
SECO,2004,2453266.5,2228,2453266.5,2245,0.1,37.95535,-120.404581
JACKSONVILLE,2004,2453266.5,2240,2453266.5,2345,0.1,37.8798,-120.404519
SAVE,2004,2453267.5,1330,2453267.5,1354,0.2,37.007539,-118.227061
LIZOTTE,2004,2453267.5,1400,2453267.5,1400,0.1,37.68995,-120.17605
SHEFFIELD,2004,2453267.5,1738,2453267.5,1745,0.1,39.2636,-121.029019
UNNAMED FIRE 0690,2004,2453267.5,1830,2453267.5,1830,0.1,35.229869,-119.576889
UNNAMED FIRE 0691,2004,2453268.5,1529,2453268.5,1529,0.1,35.245208,-119.595267
HWY 395 2,2004,2453268.5,1711,2453268.5,1741,0.1,37.180819,-118.2985
UNNAMED FIRE 0692,2004,2453268.5,2158,2453268.5,2158,0.1,35.149181,-119.462928
PALUCCI,2004,2453269.5,148,2453269.5,159,0.1,37.939081,-120.5158
GRASSY,2004,2453269.5,1513,2453269.5,1620,0.1,38.692919,-120.900681
SENDER,2004,2453270.5,1310,2453270.5,1412,0.1,38.24285,-120.528419
RED,2004,2453270.5,1930,2453270.5,2030,0.2,39.2152,-120.898
SQUIRREL,2004,2453271.5,1221,2453271.5,1251,0.1,38.617311,-120.60335
SECRET,2004,2453273.5,2359,2453274.5,30,0.5,39.186439,-120.873261
HWY108 14,2004,2453274.5,149,2453274.5,204,0.2,37.848339,-120.508919
HATLEY,2004,2453274.5,1330,2453274.5,1355,0.1,37.996019,-120.641511
JACKSONVILLE 2,2004,2453275.5,2056,2453275.5,2250,0.1,37.8798,-120.404519
RIVER,2004,2453278.5,1002,2453278.5,1030,0.2,38.300389,-120.62235
DRY CREEK 1,2004,2453281.5,1539,2453281.5,1543,0.1,36.406319,-119.036019
DRY CREEK 2,2004,2453281.5,1623,2453281.5,1800,0.5,36.521961,-119.009669
DRY CREEK 3,2004,2453281.5,1637,2453281.5,1800,0.5,36.521961,-119.009669
DON PEDRO 7,2004,2453282.5,1248,2453282.5,1315,0.2,37.689169,-120.324519
LAZULI,2004,2453284.5,1649,2453284.5,1710,1,39.152311,-121.074131
HWY 46 ANTELOPE GRAD,2004,2453285.5,1515,2453285.5,1730,8,35.738811,-120.202719
BARROWS,2004,2453286.5,910,2453286.5,1000,0.1,38.04155,-120.202531
DEFENDER,2004,2453286.5,1139,2453286.5,1800,3,38.431,-120.5674
FERDUM,2004,2453286.5,1427,2453286.5,1500,0.1,38.403189,-120.550219
TUTTLE CK,2004,2453287.5,223,2453287.5,524,2,36.57215,-118.102861
PRESERVE,2004,2453287.5,1851,2453287.5,2030,8,38.2788,-121.4508
PHELPS,2004,2453288.5,1637,2453288.5,1637,0.1,36.202289,-120.274639
READER,2004,2453290.5,1401,2453290.5,1800,1.4,39.320069,-121.124319
WESTGATE,2004,2453291.5,1444,2453291.5,1513,0.1,38.434011,-120.991531
GREENHORNE,2004,2453292.5,425,2453292.5,642,0.1,39.222389,-120.916811
ROADSIDE,2004,2453292.5,812,2453292.5,833,0.5,39.204419,-121.120381
CLAIM,2004,2453292.5,1627,2453292.5,1700,0.3,38.890931,-120.923819
DEADMAN,2004,2453293.5,532,2453293.5,548,0.1,39.204419,-121.120381
SMITH,2004,2453293.5,1116,2453293.5,1230,1.4,39.2292,-121.380111
BALDWIN,2004,2453293.5,1415,2453293.5,1434,0.1,39.2791,-120.973131
HACKOMILLER,2004,2453294.5,950,2453294.5,959,0.5,38.834119,-120.960319
RAILROAD,2004,2453294.5,1517,2453295.5,800,3,38.345689,-120.513731
HIGHWAY,2004,2453295.5,1210,2453295.5,1211,0.1,37.383511,-118.505181
POWER POLE,2004,2453295.5,1934,2453295.5,1934,0.1,36.201861,-120.496781
CURTIN,2004,2453299.5,1318,2453299.5,1430,6,37.848969,-120.34415
EDWARDS,2004,2453300.5,1245,2453300.5,1310,0.5,39.289539,-121.197489
MORNING,2004,2453309.5,1232,2453309.5,1318,0.5,38.619339,-120.731939
KARLEE,2004,2453309.5,1638,2453310.5,1800,2,37.926019,-120.423231
FULLAWAY,2004,2453315.5,1522,2453315.5,1548,1,38.027519,-120.51575
49,2004,2453315.5,1523,2453315.5,1555,1,38.863119,-121.035761
UNNAMED FIRE 1000,2004,2453328.5,1442,2453328.5,1442,0.1,35.664758,-118.261558
PGE 12,2004,2453330.5,951,2453330.5,1015,0.1,38.387981,-120.455781
RESORT,2004,2453341.5,1045,2453341.5,1110,0.1,36.978211,-118.245019
BALD,2004,2453342.5,1450,2453342.5,1505,0.1,39.09435,-121.130119
CAHILL,2004,2453344.5,1418,2453344.5,1717,2,39.187211,-120.956119
FKU 15757,2004,2453361.5,1245,2453361.5,1245,0.1,36.1306,-120.4774
JACKASS,2004,2453365.5,1720,2453365.5,1815,0.1,39.351531,-121.011761
GARDEN,2005,2453391.5,1249,2453391.5,1254,0.5,38.850586,-120.860517
ALBINO,2005,2453393.5,1552,2453393.5,1641,0.1,37.916603,-120.415203
SYD,2005,2453406.5,1515,2453406.5,1531,0.2,38.919939,-120.905111
UNNAMED FIRE 0252,2005,2453407.5,,2453407.5,,0.5,35.626747,-118.404992
BLACKMORE,2005,2453407.5,1546,2453407.5,1631,0.3,39.205219,-121.064569
FISH,2005,2453408.5,1440,2453408.5,1505,0.1,37.075,-118.252778
COLLINS,2005,2453415.5,1301,2453415.5,1630,0.1,37.163383,-118.290875
TAYLOR,2005,2453435.5,1730,2453435.5,1758,0.1,39.108811,-120.996311
RED,2005,2453442.5,1642,2453442.5,1643,0.1,39.208531,-120.897761
UNNAMED FIRE 1250,2005,2453443.5,,2453443.5,,0.3,38.591264,-120.600244
STRUCKMAN,2005,2453443.5,1125,2453443.5,1300,0.5,37.981367,-120.391331
LITTLE,2005,2453443.5,1153,2453443.5,1153,0.1,39.138019,-121.07455
VERTIN,2005,2453443.5,1310,2453443.5,1430,1,39.308819,-120.935831
DIABLO,2005,2453445.5,2039,2453445.5,2100,0.5,35.214531,-120.851061
RIVER,2005,2453459.5,1555,2453461.5,1800,86,37.393319,-118.549422
UNNAMED FIRE 0228,2005,2453461.5,,2453461.5,,0.2,35.160583,-119.421825
LINE,2005,2453461.5,1315,2453462.5,800,20,37.3885,-118.5445
SUGARLOAF,2005,2453461.5,1715,2453461.5,2000,1,37.155319,-118.311469
STOUT,2005,2453461.5,1737,2453461.5,1826,0.5,37.776539,-120.1758
STOY,2005,2453466.5,1340,2453466.5,1434,0.1,39.229375,-121.063661
UNNAMED FIRE 0229,2005,2453475.5,,2453475.5,,0.2,35.202511,-119.411322
SCOTTS,2005,2453475.5,1454,2453475.5,1600,2,39.2769,-120.9656
GOOD,2005,2453476.5,1337,2453476.5,1409,0.1,38.013611,-120.386469
STAGE,2005,2453476.5,1417,2453476.5,1533,0.1,38.451828,-120.706425
UNNAMED FIRE 0302,2005,2453478.5,,2453478.5,,2,35.484803,-119.073636
OAK RD,2005,2453478.5,1223,2453478.5,1240,0.1,37.557261,-119.934911
BUBBLING,2005,2453478.5,1715,2453478.5,1722,0.5,39.306989,-121.110417
HARKNESS,2005,2453479.5,1314,2453479.5,1624,0.1,38.911928,-120.832142
LITTLE,2005,2453479.5,1816,2453479.5,1825,0.1,38.813319,-120.901097
STAR 1,2005,2453481.5,1910,2453481.5,1940,0.2,39.193483,-120.831064
UNNAMED FIRE 0122,2005,2453482.5,,2453482.5,,0.1,35.134217,-119.457414
SOWARTZ,2005,2453482.5,433,2453482.5,447,0.1,39.134222,-120.973578
GREELY HILL,2005,2453482.5,1153,2453482.5,1330,1,37.748031,-120.1394
GRANT,2005,2453482.5,1534,2453482.5,1750,0.1,38.2146,-120.473731
TULARE COUNTY 6,2005,2453483.5,1048,2453483.5,1105,0.1,36.463233,-118.914539
JORDAN,2005,2453485.5,1706,2453485.5,1940,2,38.3454,-120.5698
UNNAMED FIRE 0084,2005,2453486.5,,2453486.5,,5,35.443242,-119.767714
UNNAMED FIRE 0230,2005,2453491.5,,2453491.5,,0.2,35.48245,-119.010017
UNNAMED FIRE 0324,2005,2453491.5,,2453491.5,,5,35.484817,-119.0329
UNNAMED FIRE 0017,2005,2453492.5,,2453492.5,,0.1,35.470986,-119.048575
HILTON,2005,2453492.5,1250,2453492.5,1253,0.1,38.676103,-120.957881
YOUNG,2005,2453493.5,1337,2453493.5,1900,12,37.954831,-120.441819
UNNAMED FIRE 0277,2005,2453494.5,,2453494.5,,1,35.525475,-119.080825
MORGENSEN,2005,2453494.5,1754,2453494.5,1934,0.3,38.3888,-120.51335
UNNAMED FIRE 0124,2005,2453498.5,,2453498.5,,0.1,35.648253,-118.306269
UNNAMED FIRE 0018,2005,2453499.5,,2453499.5,,0.1,35.154692,-119.199072
UNNAMED FIRE 0125,2005,2453501.5,,2453501.5,,0.1,35.238489,-119.589161
UNNAMED FIRE 0253,2005,2453501.5,,2453501.5,,0.5,35.160767,-119.461378
UNNAMED FIRE 0019,2005,2453502.5,,2453502.5,,0.1,35.337119,-119.653139
CAMERON,2005,2453502.5,1732,2453502.5,1800,0.1,38.6833,-120.9831
UNNAMED FIRE 0126,2005,2453503.5,,2453503.5,,0.1,35.155731,-119.49365
OILFIELD,2005,2453504.5,,2453504.5,,19.6,35.530047,-119.086206
KIRKWOOD,2005,2453504.5,1534,2453507.5,1200,0.5,38.1321,-118.9826
APRICOT,2005,2453507.5,1530,2453508.5,1400,667,36.65,-120.69
UNNAMED FIRE 0325,2005,2453509.5,,2453509.5,,5,35.310214,-119.624319
UNNAMED FIRE 0127,2005,2453509.5,,2453509.5,,0.1,35.614578,-118.470139
UNNAMED FIRE 0128,2005,2453510.5,,2453510.5,,0.1,35.635694,-118.331947
UNNAMED FIRE 0254,2005,2453510.5,,2453510.5,,0.5,35.154578,-119.442683
FKU 5447,2005,2453510.5,59,2453510.5,120,0.1,36.077,-120.102
UNNAMED FIRE 0278,2005,2453511.5,,2453511.5,,1,35.484092,-119.044881
UNNAMED FIRE 0021,2005,2453511.5,,2453511.5,,0.1,35.302136,-118.273414
UNNAMED FIRE 0336,2005,2453511.5,,2453511.5,,15,35.529881,-119.095253
MUMA,2005,2453513.5,1809,2453513.5,2300,0.6,38.417631,-120.531069
CALL BOX,2005,2453514.5,,2453514.5,,16.8,35.711467,-120.167153
GATE 4,2005,2453515.5,1645,2453516.5,2000,8,35.3172,-119.5132
UNNAMED FIRE 0129,2005,2453516.5,,2453516.5,,0.1,35.762297,-118.421497
UNNAMED FIRE 0279,2005,2453518.5,,2453518.5,,1,35.223717,-119.382381
CREEKVIEW,2005,2453518.5,955,2453518.5,1030,0.1,39.110353,-121.100725
UNNAMED FIRE 0130,2005,2453519.5,,2453519.5,,0.1,35.667475,-118.286278
UNNAMED FIRE 0131,2005,2453519.5,,2453519.5,,0.1,35.628647,-118.336028
UNNAMED FIRE 0311,2005,2453519.5,,2453519.5,,3,35.453781,-118.907986
LUPINE,2005,2453519.5,524,2453519.5,540,0.1,36.787947,-119.2954
CALF,2005,2453520.5,1239,2453520.5,1256,0.3,35.437719,-120.4953
DE SALLES,2005,2453520.5,1400,2453520.5,1405,0.1,37.969761,-120.404719
KDWD 1,2005,2453520.5,2136,2453520.5,2252,0.1,36.363469,-119.287961
BRIDGE,2005,2453521.5,2215,2453521.5,2315,0.5,37.413056,-118.403889
UNNAMED FIRE 0132,2005,2453522.5,,2453522.5,,0.1,35.131511,-119.449864
UNNAMED FIRE 0134,2005,2453523.5,,2453523.5,,0.1,35.217208,-119.380839
SUCCESS,2005,2453523.5,1052,2453523.5,1056,0.1,36.028161,-118.830981
SQUIRREL,2005,2453523.5,1146,2453523.5,1152,0.1,39.222997,-121.088406
COLDSPRINGS,2005,2453523.5,1301,2453523.5,1508,8,37.133961,-119.920511
BELL,2005,2453523.5,1306,2453523.5,1415,0.3,39.332233,-121.070753
MATT,2005,2453523.5,1957,2453523.5,2100,0.1,37.3885,-118.5445
UNNAMED FIRE 0135,2005,2453524.5,,2453524.5,,0.1,35.585139,-118.494086
LADY,2005,2453524.5,1430,2453524.5,1445,0.1,39.152131,-121.067158
FELLOW,2005,2453524.5,1450,2453524.5,1800,4,35.1522,-119.4346
TURTLE,2005,2453524.5,1929,2453524.5,1929,0.1,37.133919,-119.902419
SODA,2005,2453525.5,1110,2453525.5,1230,449,34.9516,-119.4365
DEN HARTOG,2005,2453525.5,1530,2453525.5,2330,3,36.1109,-120.5651
JOHNSON,2005,2453525.5,1530,2453525.5,2330,2,36.1109,-120.5651
MAPLE,2005,2453525.5,1530,2453525.5,2330,0.1,36.1109,-120.5651
LLOYD,2005,2453525.5,1657,2453525.5,1705,0.1,37.9551,-120.277561
UNNAMED FIRE 0303,2005,2453526.5,,2453526.5,,2,35.130278,-119.456186
HIGHWAY,2005,2453526.5,321,2453526.5,332,0.1,38.915875,-121.040992
WARTHAN 4,2005,2453526.5,1530,2453526.5,2330,0.1,36.1109,-120.5651
LA GRANGE,2005,2453526.5,1855,2453527.5,1700,20,37.67365,-120.435139
UNNAMED FIRE 0137,2005,2453527.5,,2453527.5,,0.1,35.640453,-118.361867
KING,2005,2453527.5,905,2453527.5,1122,0.2,39.186942,-121.0624
SUNOL,2005,2453527.5,1351,2453527.5,1410,1,37.59265,-121.884728
AMALGAM,2005,2453528.5,1931,2453528.5,2327,0.5,38.580747,-120.855581
UNNAMED FIRE 0138,2005,2453530.5,,2453530.5,,0.1,35.64895,-118.268214
UNNAMED FIRE 0139,2005,2453531.5,,2453531.5,,0.1,35.740186,-118.414547
UNNAMED FIRE 0022,2005,2453531.5,,2453531.5,,0.1,35.465072,-119.057678
GOLD,2005,2453531.5,1150,2453531.5,1153,0.1,38.766783,-120.919119
BRISCO,2005,2453531.5,2158,2453531.5,2242,0.2,36.378189,-119.287831
LONGEWAY 1,2005,2453532.5,1458,2453532.5,1509,0.1,38.027689,-120.275661
LONGEWAY 2,2005,2453532.5,1458,2453532.5,1508,0.1,38.027689,-120.275661
LONGEWAY 3,2005,2453532.5,1458,2453532.5,1508,0.1,38.027689,-120.275661
WANDT,2005,2453532.5,1556,2453532.5,1700,0.1,37.453889,-119.913239
HILLTOP,2005,2453532.5,1834,2453532.5,1843,0.1,39.113803,-121.109908
UNNAMED FIRE 0250,2005,2453533.5,,2453533.5,,0.4,35.245069,-118.591461
WILLIAMS,2005,2453533.5,1235,2453533.5,1301,0.1,36.5805,-119.260039
WATERLOO,2005,2453533.5,1700,2453533.5,1700,0.1,35.947528,-119.902825
UNNAMED FIRE 0141,2005,2453534.5,,2453534.5,,0.1,35.489617,-119.006442
UNNAMED FIRE 0345,2005,2453534.5,,2453534.5,,40,35.156797,-119.522972
GLORY,2005,2453534.5,1435,2453534.5,1804,12,38.0272,-120.534339
GUTIERREZ,2005,2453534.5,1656,2453534.5,1930,4,35.884219,-119.509619
CHECKPOINT,2005,2453535.5,1700,2453535.5,1835,15,35.2936,-119.4907
PGE10,2005,2453535.5,1828,2453535.5,1831,0.2,37.453919,-119.894861
BRIDGES2,2005,2453535.5,2122,2453535.5,2330,0.1,37.413056,-118.403889
OCONNELL,2005,2453535.5,2206,2453535.5,2300,0.1,38.042631,-120.442119
UNNAMED FIRE 0142,2005,2453536.5,,2453536.5,,0.1,35.2432,-118.589253
LUCKY,2005,2453536.5,1342,2453536.5,1357,0.5,38.1987,-120.583811
MEDINA,2005,2453536.5,1405,2453536.5,1409,0.1,35.8843,-119.491839
BAILEY,2005,2453536.5,2010,2453536.5,2021,0.1,37.938231,-120.624211
TULE 1,2005,2453536.5,2200,2453536.5,2225,1,36.013511,-118.830931
BRIDGE,2005,2453539.5,37,2453539.5,58,0.1,38.936681,-120.999139
FORESTHILL,2005,2453539.5,1324,2453539.5,1326,0.1,39.001408,-120.893575
72,2005,2453540.5,,2453540.5,,2.6,35.603678,-118.477192
UNNAMED FIRE 0268,2005,2453541.5,,2453541.5,,0.6,35.544806,-119.085922
WHITCOMB,2005,2453541.5,1249,2453541.5,1315,0.1,39.097664,-120.954167
SHERMAN,2005,2453541.5,1725,2453541.5,1801,4,38.02395,-121.9833
HOSRSESHOE,2005,2453542.5,1935,2453542.5,1958,0.5,36.59445,-118.115608
SANSEBASTIAN,2005,2453543.5,1828,2453543.5,1830,0.1,36.7934,-119.3042
YOSEMITE,2005,2453543.5,2051,2453543.5,2330,2,37.87915,-120.50975
UNNAMED FIRE 0103,2005,2453544.5,,2453544.5,,500,35.249828,-119.340292
UNNAMED FIRE 0280,2005,2453544.5,,2453544.5,,1,35.137358,-118.321236
UNNAMED FIRE 0328,2005,2453544.5,,2453544.5,,6,35.528947,-119.082122
UNNAMED FIRE 0143,2005,2453544.5,,2453544.5,,0.1,35.178442,-119.542236
KELLY,2005,2453544.5,1125,2453544.5,1342,0.1,37.862669,-120.3656
FAYE,2005,2453544.5,1730,2453545.5,2200,19.5,35.6677,-118.3773
UNNAMED FIRE 0145,2005,2453545.5,,2453545.5,,0.1,35.047531,-119.367011
UNNAMED FIRE 0099,2005,2453545.5,,2453545.5,,40,35.641406,-120.036967
UNNAMED FIRE 0144,2005,2453545.5,,2453545.5,,0.1,35.700822,-118.18555
LIMDSKOOG,2005,2453545.5,1643,2453545.5,2000,1,38.171531,-120.400661
CABEU002112,2005,2453545.5,2100,2453545.5,2226,2,36.358428,-120.782131
GRAVEL,2005,2453546.5,,2453546.5,,39,35.4904,-119.069794
UNNAMED FIRE 0312,2005,2453546.5,,2453546.5,,3,35.165903,-119.532528
PENN,2005,2453546.5,1326,2453546.5,1636,60,38.2192,-120.8686
WOLF2,2005,2453546.5,1359,2453546.5,1407,0.1,39.054133,-121.109822
WOLF1,2005,2453546.5,1359,2453546.5,1403,0.1,39.054133,-121.109822
SUNRISE,2005,2453547.5,805,2453547.5,2023,0.2,38.448072,-120.562733
WOLF MOUNTAIN,2005,2453547.5,839,2453547.5,923,0.3,39.134592,-121.100147
MYERS,2005,2453547.5,1650,2453547.5,2000,45,37.542681,-120.179411
LOGGER1,2005,2453547.5,1700,2453547.5,1718,0.1,39.137422,-120.920425
LOGGER 2,2005,2453547.5,1719,2453547.5,2045,0.3,39.126539,-120.925058
HERREN,2005,2453547.5,1757,2453547.5,1835,0.1,39.091442,-120.978964
TIGER,2005,2453548.5,1310,2453548.5,1415,0.5,38.446469,-120.501036
DOE,2005,2453548.5,1654,2453548.5,1900,0.1,37.6642,-118.8147
ALPINE,2005,2453548.5,2006,2453548.5,2006,0.1,39.233939,-121.08415
UNNAMED FIRE 0147,2005,2453549.5,,2453549.5,,0.1,35.104036,-119.426367
UNNAMED FIRE 0146,2005,2453549.5,,2453549.5,,0.1,35.242117,-119.592639
UNNAMED FIRE 0072,2005,2453549.5,,2453549.5,,3,35.316086,-119.650233
LONGVIEW,2005,2453549.5,201,2453549.5,400,3,37.192481,-119.681061
FRANCO,2005,2453549.5,1425,2453549.5,1515,4,35.3261,-119.656
ELECTRA,2005,2453550.5,1611,2453550.5,2359,12,38.313503,-120.720517
QUARRY,2005,2453551.5,919,2453551.5,1000,0.2,38.694325,-120.784964
CABEU002228,2005,2453551.5,2036,2453551.5,2130,0.5,35.975564,-120.899375
UNNAMED FIRE 0148,2005,2453552.5,,2453552.5,,0.1,35.130433,-119.456231
AUTUMN,2005,2453552.5,826,2453552.5,900,0.1,38.707419,-120.941542
LABARR,2005,2453552.5,1200,2453552.5,1600,0.1,39.186114,-121.047689
BLACK OAK,2005,2453552.5,1238,2453552.5,1300,2,37.7031,-120.2533
CARSON,2005,2453552.5,1440,2453552.5,1600,2,38.027722,-120.506897
MARSHES,2005,2453552.5,1609,2453552.5,1900,21,37.7844,-120.4675
GUN CLUB,2005,2453552.5,1638,2453552.5,1700,0.1,38.050881,-120.531281
HWY132 1,2005,2453552.5,1657,2453552.5,1707,10,37.695083,-120.332786
CANO,2005,2453552.5,1958,2453552.5,2010,0.1,38.034339,-120.236047
UNNAMED FIRE 0152,2005,2453553.5,,2453553.5,,0.1,35.695164,-118.462558
UNNAMED FIRE 0150,2005,2453553.5,,2453553.5,,0.1,35.668194,-118.271847
CABEU002255,2005,2453553.5,748,2453553.5,1015,0.3,35.975564,-120.899375
DIAZ,2005,2453553.5,1308,2453553.5,1434,0.1,36.605083,-118.063025
BURGES,2005,2453553.5,1600,2453553.5,2300,5.5,34.7836,-119.4507
UNNAMED FIRE 0154,2005,2453554.5,,2453554.5,,0.1,34.88425,-118.940158
THOMPSON,2005,2453554.5,,2453554.5,,0.3,35.438733,-118.461872
UNNAMED FIRE 0157,2005,2453554.5,,2453554.5,,0.1,35.670297,-118.261133
UNNAMED FIRE 0256,2005,2453554.5,,2453554.5,,0.5,35.315944,-119.649933
CARO,2005,2453554.5,950,2453554.5,1500,1500,35.6094,-119.8651
LANDIN,2005,2453554.5,1328,2453554.5,1345,0.1,35.8843,-119.491839
FLUME,2005,2453554.5,1612,2453554.5,1745,10,35.6061,-118.4823
MOTO,2005,2453554.5,1728,2453554.5,1748,0.3,38.306478,-120.50745
LAKE,2005,2453554.5,2343,2453554.5,2354,0.1,39.335717,-121.188692
UNNAMED FIRE 0097,2005,2453555.5,,2453555.5,,30,35.365789,-119.588497
UNNAMED FIRE 0159,2005,2453555.5,,2453555.5,,0.1,35.630128,-118.371361
